FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName
544,544,4,23,"Shortening, industrial, for baking (cake), soybean","Shortening, industriel, pour cuisson (gâteau), soya",1981-01-01,,,
545,545,4,23,"Shortening, industrial, for baking (pastry), canola","Shortening, industriel, pour cuisson (pâtisserie), canola",1981-01-01,,,
546,546,4,23,"Shortening, industrial, for baking (pastry), soybean","Shortening, industriel, pour cuisson (pâtisserie), soya",1981-01-01,,,
547,547,4,23,"Shortening, industrial, all purpose, soy and palm","Shortening, industriel, tout usage, soya et palme",1983-01-01,,,
548,548,4,23,"Shortening, industrial, all purpose, canola and palm","Shortening, industriel, tout usage, canola et palme",1983-01-01,,,
550,550,4,23,"Spread, 20% butter / 80% canola oil","Tartinade, mélange, 20% beurre / 80% canola oil",1991-01-01,,,
552,552,4,23,"Shortening, household, unspecified vegetable oil","Shortening, domestique, huile végétale non précisée",1991-01-01,,,
555,555,5,0,"Chicken, broiler, meat, skin, giblets and neck, raw","Poulet à griller, viande, peau, abats et cou, cru",1981-01-01,,05001,Gallus gallus
556,556,5,0,"Chicken, broiler, meat, skin, giblets and neck, batter dipped, fried","Poulet à griller, viande, peau, abats et cou, pâte à frire, frits",1981-01-01,,05002,
557,557,5,0,"Chicken, broiler, meat, skin, giblets and neck, flour coated, fried","Poulet à griller, viande, peau, abats et cou, enfarinés, frits",1981-01-01,,05003,
558,558,5,0,"Chicken, broiler, meat, skin, giblets and neck, roasted","Poulet à griller, viande, peau, abats et cou, rôtis",1981-01-01,,05004,
559,559,5,0,"Chicken, broiler, meat, skin, giblets and neck, stewed","Poulet à griller, viande, peau, abats et cou, à l'étuvée",1981-01-01,,05005,
560,560,5,0,"Chicken, broiler, meat and skin, raw","Poulet à griller, viande et peau, crues",1981-01-01,,05006,Gallus gallus
561,561,5,0,"Chicken, broiler, meat and skin, batter dipped, fried","Poulet à griller, viande et peau, pâte à frire frites",1981-01-01,,05007,
562,562,5,0,"Chicken, broiler, meat and skin, flour coated, fried","Poulet à griller, viande et peau, enfarinées, frites",1981-01-01,,05008,
563,563,5,0,"Chicken, broiler, meat and skin, roasted","Poulet à griller, viande et peau, rôti",1981-01-01,,05009,
564,564,5,0,"Chicken, broiler, meat and skin, stewed","Poulet à griller, viande et peau, à l'étuvée",1981-01-01,,05010,
565,565,5,0,"Chicken, broiler, meat only, raw","Poulet à griller, viande seulement, cru",1981-01-01,,05011,Gallus gallus
566,566,5,0,"Chicken, broiler, meat only, fried","Poulet à griller, viande seulement, frite",1981-01-01,,05012,
567,567,5,0,"Chicken, broiler, meat only, roasted","Poulet à griller, viande seulement, rôti",1981-01-01,,05013,
568,568,5,0,"Chicken, broiler, meat only, stewed","Poulet à griller, viande seulement, à l'étuvée",1981-01-01,,05014,
569,569,5,0,"Chicken, broiler, skin only, batter dipped, fried","Poulet à griller, peau seulement, pâte à frire, frit",1981-01-01,,05016,
570,570,5,0,"Chicken, broiler, skin only, flour coated, fried","Poulet à griller, peau seulement, enfariné, frit",1981-01-01,,05017,
571,571,5,0,"Chicken, broiler, giblets, raw","Poulet à griller, abats, cru",1981-01-01,,05020,Gallus gallus
572,572,5,0,"Chicken, broiler, giblets, flour coated, fried","Poulet à griller, abats, enfariné, frit",1981-01-01,,05021,
573,573,5,0,"Chicken, broiler, giblets, simmered","Poulet à griller, abats, mijoté",1981-01-01,,05022,
574,574,5,0,"Chicken, broiler, gizzard, raw","Poulet à griller, gésier, cru",1981-01-01,,05023,Gallus gallus
575,575,5,0,"Chicken, broiler, gizzard, simmered","Poulet à griller, gésier, mijoté",1981-01-01,,05024,
576,576,5,0,"Chicken, broiler, heart, raw","Poulet à griller, coeur, cru",1981-01-01,,05025,Gallus gallus
577,577,5,0,"Chicken, broiler, heart, simmered","Poulet à griller, coeur, mijoté",1981-01-01,,05026,
578,578,5,0,"Chicken, broiler, liver, raw","Poulet à griller, foie, cru",1981-01-01,,05027,Gallus gallus
579,579,5,0,"Chicken, broiler, liver, simmered","Poulet à griller, foie, mijoté",1981-01-01,,05028,
580,580,5,0,"Chicken, broiler, light meat and skin, raw","Poulet à griller, viande blanche et peau, cru",1981-01-01,,05029,Gallus gallus
581,581,5,0,"Chicken, broiler, light meat and skin, batter dipped, fried","Poulet à griller, viande blanche et peau, pâte à frire, frit",1981-01-01,,05030,
582,582,5,0,"Chicken, broiler, light meat and skin, flour coated, fried","Poulet à griller, viande blanche et peau, enfarinées, frit",1981-01-01,,05031,
583,583,5,0,"Chicken, broiler, light meat and skin, roasted","Poulet à griller, viande blanche et peau, rôti",1981-01-01,,05032,
584,584,5,0,"Chicken, broiler, light meat and skin, stewed","Poulet à griller, viande blanche et peau,  à l'étuvée",1981-01-01,,05033,
585,585,5,0,"Chicken, broiler, dark meat and skin, raw","Poulet à griller, viande brune et peau, cru",1981-01-01,,05034,Gallus gallus
586,586,5,0,"Chicken, broiler, dark meat and skin, batter dipped, fried","Poulet à griller, viande brune et peau, pâte à frire, frit",1981-01-01,,05035,
587,587,5,0,"Chicken, broiler, dark meat and skin, flour coated, fried","Poulet à griller, viande brune et peau, enfarinées, frit",1981-01-01,,05036,
588,588,5,0,"Chicken, broiler, dark meat and skin, roasted","Poulet à griller, viande brune et peau, rôties",1981-01-01,,05037,
589,589,5,0,"Chicken, broiler, dark meat and skin, stewed","Poulet à griller, viande brune et peau, à l'étuvée",1981-01-01,,05038,
590,590,5,0,"Chicken, broiler, light meat, raw","Poulet à griller, viande blanche, crue",1981-01-01,,05039,Gallus gallus
591,591,5,0,"Chicken, broiler, light meat, fried","Poulet à griller, viande blanche, frite",1981-01-01,,05040,
592,592,5,0,"Chicken, broiler, light meat, roasted","Poulet à griller, viande blanche, rôtie",1981-01-01,,05041,
593,593,5,0,"Chicken, broiler, light meat, stewed","Poulet à griller, viande blanche,  à l'étuvée",1981-01-01,,05042,
594,594,5,0,"Chicken, broiler, dark meat, raw","Poulet à griller, viande brune, crue",1981-01-01,,05043,Gallus gallus
595,595,5,0,"Chicken, broiler, dark meat, fried","Poulet à griller, viande brune, frite",1981-01-01,,05044,
596,596,5,0,"Chicken, broiler, dark meat, roasted","Poulet à griller, viande brune, rôtie",1981-01-01,,05045,
597,597,5,0,"Chicken, broiler, dark meat, stewed","Poulet à griller, viande brune, à l'étuvée",1981-01-01,,05046,
598,598,5,0,"Chicken, broiler, back, meat and skin, batter dipped, fried","Poulet à griller, dos, viande et peau, pâte à frire, frit",1981-01-01,,05049,
599,599,5,0,"Chicken, broiler, back, meat and skin, flour coated, fried","Poulet à griller, dos, viande et peau, enfarinées, frit",1981-01-01,,05050,
600,600,5,0,"Chicken, broiler, back, meat, fried","Poulet à griller, dos, viande, frit",1981-01-01,,05054,
601,601,5,0,"Chicken, broiler, breast, meat and skin, batter dipped, fried","Poulet à griller, poitrine, viande et peau, pâte à frire, frit",1981-01-01,,05058,
602,602,5,0,"Chicken, broiler, breast, meat and skin, flour coated, fried","Poulet à griller, poitrine, viande et peau, enfariné, frit",1981-01-01,,05059,
603,603,5,0,"Chicken, broiler, breast, meat, fried","Poulet à griller, poitrine, viande, frit",1981-01-01,,05063,
604,604,5,0,"Chicken, broiler, drumstick, meat and skin, batter dipped, fried","Poulet à griller, pilon, viande et peau, pâte à frire, frit",1981-01-01,,05067,
605,605,5,0,"Chicken, broiler, drumstick, meat and skin, flour coated, fried","Poulet à griller, pilon, viande et peau, enfarinées, frit",1981-01-01,,05068,
606,606,5,0,"Chicken, broiler, drumstick, meat, fried","Poulet à griller, pilon, viande, frit",1981-01-01,,05072,
607,607,5,0,"Chicken, broiler, leg, meat and skin, raw","Poulet à griller, cuisse, viande et peau, cru",1981-01-01,,05075,Gallus gallus
608,608,5,0,"Chicken, broiler, leg, meat and skin, batter dipped, fried","Poulet à griller, cuisse, viande et peau, pâte à frire, frit",1981-01-01,,05076,
609,609,5,0,"Chicken, broiler, leg, meat and skin, flour coated, fried","Poulet à griller, cuisse, viande et peau, enfariné, frit",1981-01-01,,05077,
610,610,5,0,"Chicken, broiler, leg, meat and skin, roasted","Poulet à griller, cuisse, viande et peau, rôti",1981-01-01,,05078,
611,611,5,0,"Chicken, broiler, leg, meat and skin, stewed","Poulet à griller, cuisse, viande et peau, à l'étuvée",1981-01-01,,05079,
612,612,5,0,"Chicken, broiler, leg, meat, raw","Poulet à griller, cuisse, viande, cru",1981-01-01,,05080,
613,613,5,0,"Chicken, broiler, leg, meat, fried","Poulet à griller, cuisse, viande, frit",1981-01-01,,05081,
614,614,5,0,"Chicken, broiler, leg, meat, roasted","Poulet à griller, cuisse, viande, rôti",1981-01-01,,05082,
615,615,5,0,"Chicken, broiler, leg, meat, stewed","Poulet à griller, cuisse, viande, à l'étuvée",1981-01-01,,05083,
616,616,5,0,"Chicken, broiler, neck, meat and skin, raw","Poulet à griller, cou, viande et peau, cru",1981-01-01,,05084,Gallus gallus
617,617,5,0,"Chicken, broiler, neck, meat and skin, batter dipped, fried","Poulet à griller, neck, viande et peau, pâte à frire, frit",1981-01-01,,05085,
618,618,5,0,"Chicken, broiler, neck, meat and skin, flour coated, fried","Poulet à griller, neck, viande et peau, enfariné, frit",1981-01-01,,05086,
619,619,5,0,"Chicken, broiler, neck, meat and skin, simmered","Poulet à griller, neck, viande et peau, mijoté",1981-01-01,,05087,
620,620,5,0,"Chicken, broiler, neck, meat, raw","Poulet à griller, cou, viande, cru",1981-01-01,,05088,Gallus gallus
621,621,5,0,"Chicken, broiler, neck, meat, fried","Poulet à griller, cou, viande, frit",1981-01-01,,05089,
622,622,5,0,"Chicken, broiler, neck, meat, simmered","Poulet à griller, viande, mijoté",1981-01-01,,05090,
623,623,5,0,"Chicken, broiler, thigh, meat and skin, batter dipped, fried","Poulet à griller, haut de cuisse, viande et peau, pâte à frire, frit",1981-01-01,,05092,
624,624,5,0,"Chicken, broiler, thigh, meat and skin, flour coated, fried","Poulet à griller, haut de cuisse, viande et peau, enfariné, frit",1981-01-01,,05093,
625,625,5,0,"Chicken, broiler, thigh, meat, fried","Poulet à griller, haut de cuisse, viande, frit",1981-01-01,,05097,
626,626,5,0,"Chicken, broiler, wing, meat and skin, raw","Poulet à griller, aile, viande et peau, cru",1981-01-01,,05100,Gallus gallus
627,627,5,0,"Chicken, broiler, wing, meat and skin, batter dipped, fried","Poulet à griller, aile, viande et peau, pâte à frire, frit",1981-01-01,,05101,
628,628,5,0,"Chicken, broiler, wing, meat and skin, flour coated, fried","Poulet à griller, aile, viande et peau, enfariné, frit",1981-01-01,,05102,
629,629,5,0,"Chicken, broiler, wing, meat and skin,  roasted","Poulet à griller, aile, viande et peau, rôti",1981-01-01,,05103,
630,630,5,0,"Chicken, broiler, wing, meat and skin, stewed","Poulet à griller, aile, viande et peau, à l'étuvée",1981-01-01,,05104,
631,631,5,0,"Chicken, broiler, wing, meat, raw","Poulet à griller, aile, viande, cru",1981-01-01,,05105,Gallus gallus
632,632,5,0,"Chicken, broiler, wing, meat, fried","Poulet à griller, aile, viande, frit",1981-01-01,,05106,
633,633,5,0,"Chicken, broiler, wing, meat, roasted","Poulet à griller, aile, viande, rôti",1981-01-01,,05107,
634,634,5,0,"Chicken, broiler, wing, meat, stewed","Poulet à griller, aile, viande, à l'étuvée",1981-01-01,,05108,
635,635,5,0,"Chicken, roasting, meat, skin, giblets and neck, raw","Poulet à rôtir, viande, peau, abats et cou, crus",1981-01-01,,05109,
636,636,5,0,"Chicken, roasting, meat, skin, giblets and neck, roasted","Poulet à rôtir, viande, peau, abats et cou, rôtis",1981-01-01,,05110,
637,637,5,0,"Chicken, roasting, meat and skin, raw","Poulet à rôtir, viande et peau, cru",1981-01-01,,05111,
638,638,5,0,"Chicken, roasting, meat and skin, roasted","Poulet à rôtir, viande et peau, rôties",1981-01-01,,05112,
639,639,5,0,"Chicken, roasting, meat only, raw","Poulet à rôtir, viande seulement, crue",1981-01-01,,05113,
640,640,5,0,"Chicken, roasting, meat only, roasted","Poulet à rôtir, viande seulement, rôtie",1981-01-01,,05114,
641,641,5,0,"Chicken, roasting, giblets, raw","Poulet à rôtir, abats, cru",1981-01-01,,05115,
642,642,5,0,"Chicken, roasting, giblets, simmered","Poulet à rôtir, abats, mijoté",1981-01-01,,05116,
643,643,5,0,"Chicken, roasting, light meat, raw","Poulet à rôtir, viande blanche, cru",1981-01-01,,05117,
644,644,5,0,"Chicken, roasting, light meat, roasted","Poulet à rôtir, viande blanche, rôti",1981-01-01,,05118,
645,645,5,0,"Chicken, stewing, meat, skin, giblets and neck, raw","Poulet à bouillir, viande, peau, abats et cou, crus",1981-01-01,,05121,
646,646,5,0,"Chicken, stewing, meat, skin, giblets and neck, stewed","Poulet à bouillir, viande, peau, abats et cou, à l'étuvée",1981-01-01,,05122,
647,647,5,0,"Chicken, stewing, meat and skin, raw","Poulet à bouillir, viande et peau, crues",1981-01-01,,05123,
648,648,5,0,"Chicken, stewing, meat and skin, stewed","Poulet à bouillir, viande et peau, à l'étuvée",1981-01-01,,05124,
649,649,5,0,"Chicken, stewing, meat only, raw","Poulet à bouillir, viande seulement, crue",1981-01-01,,05125,
650,650,5,0,"Chicken, stewing, giblets, raw","Poulet à bouillir, abats, cru",1981-01-01,,05127,
651,651,5,0,"Chicken, stewing, giblets, simmered","Poulet à bouillir, abats, mijoté",1981-01-01,,05128,
652,652,5,0,"Chicken, stewing, light meat only, raw","Poulet à bouillir, viande blanche seulement, cru",1981-01-01,,05129,
653,653,5,0,"Chicken, stewing, light meat only, stewed","Poulet à bouillir, viande blanche seulement, à l'étuvée",1981-01-01,,05130,
654,654,5,0,"Chicken, stewing, dark meat only, raw","Poulet à bouillir, viande brune seulement, cru",1981-01-01,,05131,
655,655,5,0,"Chicken, stewing, dark meat only, stewed","Poulet à bouillir, viande brune seulement, à l'étuvée",1981-01-01,,05132,
656,656,5,0,"Chicken, capons, meat, skin, giblets and neck, raw","Poulet, chapon, viande, peau, abats et cou, crus",1981-01-01,,05133,
657,657,5,0,"Chicken, capons, meat, skin, giblets and neck, roasted","Poulet, chapon, viande, peau, abats et cou, rôtis",1981-01-01,,05134,
658,658,5,0,"Chicken, capon, meat and skin, raw","Poulet, chapon, viande et peau, crues",1981-01-01,,05135,
659,659,5,0,"Chicken, capon, meat and skin, roasted","Poulet, chapon, viande et peau, rôties",1981-01-01,,05136,
660,660,5,0,"Chicken, capon, giblets, raw","Poulet, chapon, abats, cru",1981-01-01,,05137,
661,661,5,0,"Chicken, capon, giblets, simmered","Poulet, chapon, abats, mijoté",1981-01-01,,05138,
662,662,5,0,"Duck, domesticated, meat and skin, raw","Canard domestiqué, viande et peau, crues",1981-01-01,,05139,Anas platyrhynchos
663,663,5,0,"Duck, domesticated, meat and skin, roasted","Canard domestiqué, viande et peau, rôties",1981-01-01,,05140,
664,664,5,0,"Duck, domesticated, meat only, raw","Canard domestiqué, viande seulement, crue",1981-01-01,,05141,Anas platyrhynchos
665,665,5,0,"Duck, domesticated, meat only, roasted","Canard domestiqué, viande seulement, rôtie",1981-01-01,,05142,
666,666,5,0,"Duck, domesticated, liver, raw","Canard domestiqué, foie, cru",1981-01-01,,05143,Anas platyrhynchos
667,667,5,28,"Duck, wild, native, meat and skin, raw","Canard sauvage, autochtone, viande et peau, crues",1981-01-01,,05144,
668,668,5,28,"Duck, wild, native, breast, meat only, raw","Canard sauvage, autochtone, poitrine, viande seulement, cru",1981-01-01,,05145,
669,669,5,0,"Goose, domesticated, meat and skin, raw","Oie domestiquée, viande et peau, crues",1981-01-01,,05146,Anser anser
670,670,5,0,"Goose, domesticated, meat and skin, roasted","Oie domestiquée, viande et peau, rôties",1981-01-01,,05147,
671,671,5,0,"Goose, domesticated, meat only, raw","Oie domestiquée, viande seulement, crue",1981-01-01,,05148,Anser anser
672,672,5,0,"Goose, domesticated, meat only, roasted","Oie domestiquée, viande seulement, rôtie",1981-01-01,,05149,
673,673,5,0,"Goose, domesticated, liver, raw","Oie domestiquée, foie, cru",1981-01-01,,05150,
674,674,5,0,"Guinea, meat and skin, raw","Pintade, viande et peau, crues",1981-01-01,,05151,Numida meleagris
675,675,5,0,"Guinea, meat only, raw","Pintade, viande seulement, crue",1981-01-01,,05152,Numida meleagris
676,676,5,0,"Pheasant, meat and skin, raw","Faisant, viande et peau, crues",1981-01-01,,05153,Phasianus colchicus
677,677,5,0,"Pheasant, meat only, raw","Faisan, viande seulement, crue",1981-01-01,,05154,Phasianus colchicus
678,678,5,0,"Pheasant, breast, meat only, raw","Faisan, poitrine, viande seulement, cru",1981-01-01,,05155,Phasianus colchicus
679,679,5,0,"Pheasant, leg, meat only, raw","Faisan, cuisse, viande seulement, cru",1981-01-01,,05156,Phasianus colchicus
680,680,5,0,"Quail, meat and skin, raw","Caille, viande et peau, crue",1981-01-01,,05157,Coturnix spp. and Colinus spp
681,681,5,0,"Quail, meat only, raw","Caille, viande seulement, crue",1981-01-01,,05158,Coturnix spp. and Colinus spp
682,682,5,0,"Quail, breast, meat only, raw","Caille, poitrine, viande seulement, crue",1981-01-01,,05159,Coturnix spp. and Colinus spp
683,683,5,0,"Squab (pigeon), meat and skin, raw","Pigeonneaux (pigeon), viander et peau, crues",1981-01-01,,05160,Columba spp.
684,684,5,0,"Squab (pigeon), meat only, raw","Pigeonneaux (pigeon), viande seulement, crue",1981-01-01,,05161,Columba spp.
685,685,5,0,"Squab (pigeon), breast, meat only, raw","Pigeonneaux (pigeon), poitrine, viande seulement, cru",1981-01-01,,05162,Columba spp.
688,688,5,38,"Turkey, all classes, meat and skin, raw","Dinde, toutes catégories, viande et peau, crue",1981-01-01,,05165,Meleagris gallopavo
689,689,5,38,"Turkey, all classes, meat and skin, roasted","Dinde, toutes catégories, viande et peau, rôtie",1981-01-01,,05166,
690,690,5,38,"Turkey, all classes, meat only, raw","Dinde, toutes catégories, viande seulement, cru",1981-01-01,,05167,Meleagris gallopavo
691,691,5,38,"Turkey, all classes, meat only, roasted","Dinde, toutes catégories, viande seulement, rôti",1981-01-01,,05168,
692,692,5,38,"Turkey, all classes, skin and separable fat only, raw","Dinde, toutes catégories, peau et gras séparable seulement, crue",1981-01-01,,05169,Meleagris gallopavo
693,693,5,38,"Turkey, all classes, skin and separable fat only, roasted","Dinde, toutes catégories, peau et gras séparable seulement, rôtie",1981-01-01,,05170,
