FoodID,MeasureID,ConversionFactorValue,ConvFactorDateOfEntry
442,1352,0.09214,2004-07-08
443,341,0.92139,1999-06-03
443,385,0.13784,2003-03-24
443,415,2.30347,2003-03-24
443,439,0.04592,2003-03-24
443,1352,0.09214,2004-07-08
444,341,0.92139,1999-06-24
444,385,0.13784,2003-03-24
444,415,2.30347,2003-03-24
444,439,0.04592,2003-03-24
444,1352,0.09214,2004-07-08
445,341,0.86644,1999-06-23
445,385,0.12973,2003-03-24
445,415,2.16610,2003-03-24
445,439,0.04324,2003-03-24
445,1352,0.08664,2004-07-08
446,341,0.86644,2003-03-24
446,385,0.12973,2003-03-24
446,415,2.16610,2003-03-24
446,439,0.04324,2003-03-24
446,1573,0.10000,2004-07-08
447,341,0.86644,1999-06-23
447,385,0.12973,2003-03-24
447,415,2.16610,2003-03-24
447,439,0.04324,2003-03-24
447,1573,0.10000,2004-07-08
448,341,0.86644,1999-06-23
448,385,0.12973,2003-03-24
448,415,2.16610,2003-03-24
448,439,0.04388,2003-03-24
448,1573,0.10000,2004-07-08
449,341,0.86644,1999-06-23
449,385,0.12973,2003-03-24
449,415,2.16610,2003-03-24
449,439,0.04324,2003-03-24
449,1573,0.10000,2004-07-08
450,341,0.92139,1999-06-03
450,385,0.14189,2003-03-24
450,415,2.30347,2003-03-24
450,439,0.04592,2003-03-24
450,1352,0.09214,2004-07-08
451,341,0.92139,1999-06-03
451,385,0.14189,2003-03-24
451,415,2.30347,2003-03-24
451,439,0.04592,2003-03-24
451,1352,0.09214,2004-07-08
452,341,0.92139,1999-06-03
452,385,0.14189,2003-03-24
452,415,2.30347,2003-03-24
452,439,0.04592,2003-03-24
452,1352,0.10000,2004-07-08
453,341,0.92139,1999-06-03
453,385,0.14189,2003-03-24
453,415,2.30347,2003-03-24
453,439,0.04592,2003-03-24
453,1352,0.10000,2004-07-08
454,341,0.86644,2003-03-24
454,385,0.12973,2003-03-24
454,415,2.16610,2003-03-24
454,439,0.04324,2003-03-24
454,1573,0.10000,2004-07-08
455,341,0.86644,2003-03-24
455,385,0.12973,2003-03-24
455,415,2.16610,2003-03-24
455,439,0.04324,2003-03-24
455,1573,0.10000,2004-07-08
456,341,0.92139,1999-06-03
456,385,0.13784,2003-03-24
456,415,2.30347,2003-03-24
456,439,0.04592,2003-03-24
456,1352,0.09214,2004-07-08
457,341,0.92139,1999-06-03
457,385,0.13784,2003-03-24
457,415,2.30347,2003-03-24
457,439,0.04592,2003-03-24
457,1352,0.09214,2004-07-08
458,341,0.92139,1999-06-07
458,385,0.13784,2003-03-24
458,415,2.30347,2003-03-24
458,439,0.04592,2003-03-24
458,1352,0.09214,2004-07-08
459,341,0.92139,1999-06-07
459,385,0.13784,2003-03-24
459,415,2.30347,2003-03-24
459,439,0.04592,2003-03-24
459,1352,0.09214,2004-07-08
460,341,0.86644,1999-06-07
460,385,0.12669,2003-03-24
460,415,2.16610,2003-03-24
460,439,0.04592,2003-03-24
460,1352,0.08664,2004-07-08
461,341,0.92139,1999-06-07
461,385,0.13784,2003-03-24
461,415,2.30347,2003-03-24
461,439,0.04592,2003-03-24
461,1352,0.09214,2004-07-08
462,341,0.92139,1999-06-07
462,385,0.13784,2003-03-24
462,415,2.30347,2003-03-24
462,439,0.04592,2003-03-24
462,1352,0.09214,2004-07-08
463,341,0.86644,2003-03-24
463,385,0.12973,2003-03-24
463,415,2.16610,2003-03-24
463,439,0.04324,2003-03-24
463,1573,0.10000,2004-07-08
464,341,0.86644,2003-03-24
464,385,0.12973,2003-03-24
464,415,2.16610,2003-03-24
464,439,0.04324,2003-03-24
464,1573,0.10000,2004-07-08
523,341,0.92140,2008-02-28
523,385,0.13784,2008-02-28
523,415,2.30350,2008-02-28
523,439,0.04585,2003-04-14
523,1573,0.10000,2004-07-09
524,341,1.03556,2014-09-12
524,385,0.15533,2014-09-12
524,415,2.58889,2014-09-12
524,428,0.31066,2014-09-12
525,341,1.09890,1999-06-09
525,385,0.16484,1997-05-01
525,415,2.74725,2003-04-14
525,428,0.32967,2004-07-09
526,341,1.05664,1999-06-09
526,385,0.15850,2003-04-14
526,415,2.64159,2003-04-14
526,428,0.31699,2004-07-09
527,341,0.99324,1999-06-09
527,385,0.14899,1997-05-01
527,415,2.48309,2003-04-14
528,341,1.09890,1999-06-09
528,385,0.16484,1997-05-01
528,415,2.74725,2003-04-14
528,428,0.32967,2004-07-09
529,341,1.01437,1999-06-09
529,385,0.15216,1997-05-01
529,415,2.53593,2003-04-14
529,428,0.30431,2004-07-09
530,341,1.03550,1999-06-09
530,385,0.15533,1997-05-01
530,415,2.58875,2003-04-14
530,428,0.31065,2004-07-09
531,341,0.92984,1999-06-09
531,385,0.13986,1997-05-01
531,415,2.32460,2003-04-15
531,428,0.27970,2006-12-06
531,801,0.10000,2003-04-15
532,341,0.99324,1999-06-09
532,385,0.14899,1997-05-01
532,415,2.48309,2003-04-15
532,428,0.29797,2004-07-09
533,341,1.05664,1999-06-09
533,385,0.15850,2003-04-15
533,415,2.64159,2003-04-15
533,428,0.31699,2004-07-09
534,341,1.03550,1999-06-09
534,385,0.15533,1997-05-01
534,415,2.58875,2003-04-15
534,428,0.31065,2004-07-09
535,341,0.95943,1999-06-07
535,385,0.14391,2003-04-15
535,415,2.39858,2003-04-15
535,1352,0.09590,2006-12-06
539,341,0.86644,2003-04-15
539,385,0.12997,2003-04-15
539,415,2.16610,2003-04-15
539,439,0.04332,2003-04-15
539,1573,0.10000,2004-07-09
540,341,0.92140,2008-02-29
540,385,0.13784,2008-02-29
540,415,2.30350,2008-02-29
540,439,0.04590,2008-02-29
540,1573,0.10000,2004-07-09
541,341,0.91700,2000-11-16
541,385,0.13755,2003-04-15
541,415,2.29250,2003-04-15
541,439,0.04585,2003-04-15
541,1573,0.10000,2004-07-09
542,341,0.91700,2000-11-16
542,385,0.13755,2003-04-15
542,415,2.29250,2003-04-15
542,439,0.04585,2003-04-15
542,1573,0.10000,2004-07-09
543,341,0.91700,2000-11-16
543,385,0.13755,2003-04-15
543,415,2.29250,2003-04-15
543,439,0.04585,2003-04-15
543,1573,0.10000,2004-07-09
544,341,0.91700,2000-11-16
544,385,0.13755,2003-04-15
544,415,2.29250,2003-04-15
544,439,0.04585,2003-04-15
544,1573,0.10000,2004-07-09
545,341,0.91700,2000-11-16
545,385,0.13755,2003-04-15
545,415,2.29250,2003-04-15
545,439,0.04585,2003-04-15
545,1573,0.10000,2004-07-09
546,341,0.91700,2000-11-16
546,385,0.13755,2003-04-15
546,415,2.29250,2003-04-15
546,439,0.04585,2003-04-15
546,1573,0.10000,2004-07-09
547,341,0.91700,2000-11-16
547,385,0.13755,2003-04-15
547,415,2.29250,2003-04-15
547,439,0.04585,2003-04-15
547,1573,0.10000,2004-07-09
548,341,0.91700,2000-11-16
548,385,0.13755,2003-04-15
548,415,2.29250,2003-04-15
548,439,0.04585,2003-04-15
548,1573,0.10000,2004-07-09
550,341,0.94083,1999-06-23
550,385,0.14112,2003-04-15
550,415,2.35208,2003-04-15
550,439,0.04704,2003-04-15
552,341,0.86644,2003-04-15
552,385,0.12997,2003-04-15
552,415,2.16610,2003-04-15
552,439,0.04332,2003-04-15
552,1573,0.10000,2004-07-09
555,1489,1.25000,2004-07-09
556,348,0.57058,2004-05-12
556,976,1.42646,2004-05-12
556,1455,1.00000,2004-07-09
557,348,0.57058,2004-05-12
557,976,1.42646,2004-05-12
557,1455,1.00000,2004-07-09
558,348,0.57058,2004-05-12
558,976,1.42646,2004-05-12
558,1455,1.00000,2004-07-09
559,348,0.57058,2004-05-12
559,976,1.42646,2004-05-12
559,1455,1.00000,2004-07-09
560,1489,1.25000,2005-02-10
561,348,0.57058,2004-05-12
561,976,1.42646,2004-05-12
561,1455,1.00000,2004-07-09
562,348,0.57058,2004-05-12
562,976,1.42646,2004-05-12
562,1455,1.00000,2004-07-09
563,316,2.99000,1998-06-30
563,348,0.57058,2004-05-12
563,976,1.42646,2004-05-12
563,1455,1.00000,2004-07-09
564,316,3.34000,1998-06-30
564,1122,0.57060,2008-03-04
564,1124,1.42650,2008-03-04
564,1455,1.00000,2004-07-09
565,316,3.29000,1998-06-30
565,1489,1.25000,2004-07-09
566,316,2.58000,1998-06-30
566,341,0.57058,2006-08-02
566,383,0.71323,2006-08-02
566,415,1.42645,2006-08-02
566,1455,1.00000,2004-07-09
567,316,2.43000,1998-06-30
567,1122,0.57058,2006-08-02
567,1124,1.42645,2006-08-02
567,1455,1.00000,2004-07-09
568,316,2.62000,1999-09-07
568,1122,0.57058,2006-08-02
568,1124,1.42645,2006-08-02
568,1455,1.00000,2004-07-09
569,316,1.90000,1998-07-08
569,348,0.57058,2004-05-12
569,976,1.42646,2004-05-12
569,1461,0.55000,2004-07-09
570,316,0.56000,1998-07-08
570,348,0.57058,2004-05-12
570,976,1.42646,2004-05-12
570,1461,0.55000,2004-07-09
571,1489,1.25000,2004-07-09
572,352,0.61285,1998-06-30
572,1399,0.76606,2003-10-02
572,1400,1.53212,2003-10-02
572,1455,1.00000,2004-07-09
573,352,0.61285,1998-06-30
573,1124,1.53212,2003-12-09
573,1455,1.00000,2004-07-09
574,128,0.37000,2003-12-09
574,1489,1.25000,2004-07-09
575,128,0.22000,1997-05-01
575,348,0.61285,1997-05-01
575,976,1.53212,2004-05-12
575,1455,1.00000,2004-07-09
576,134,0.06100,1998-06-30
576,1489,1.25000,2004-07-09
577,134,0.03300,1997-05-01
577,348,0.61285,1997-05-01
577,1124,1.53212,2003-12-11
577,1455,1.00000,2004-07-09
578,155,0.32000,1998-07-07
578,1489,1.25000,2004-07-09
579,155,0.20000,1997-05-01
579,348,0.59172,1997-05-01
579,976,1.47928,2003-12-11
579,1455,1.00000,2004-07-09
580,316,1.94000,1998-06-30
580,1489,1.25000,2004-07-09
581,316,1.88000,1998-06-30
581,1122,0.57058,2006-08-02
581,1124,1.42645,2006-08-02
581,1455,1.00000,2004-07-09
582,316,1.30000,1998-06-30
582,1122,0.57058,2006-08-02
582,1124,1.42645,2006-08-02
582,1455,1.00000,2004-07-09
583,316,1.32000,1998-07-07
583,1122,0.57058,2006-08-02
583,1124,1.42645,2006-08-02
583,1455,1.00000,2004-07-09
584,316,1.50000,1998-07-07
584,1122,0.57058,2006-08-02
584,1124,1.42645,2006-08-02
584,1455,1.00000,2004-07-09
585,316,2.66000,1998-07-13
585,1489,1.25000,2004-07-09
586,316,2.78000,1998-06-30
586,1122,0.57058,2006-08-02
586,1124,1.42645,2006-08-02
586,1455,1.00000,2004-07-09
587,316,1.84000,1998-06-30
587,1122,0.57058,2006-08-02
587,1124,1.42645,2006-08-02
587,1455,1.00000,2004-07-09
588,316,1.67000,1998-07-13
588,1122,0.57058,2006-08-02
588,1124,1.42645,2006-08-02
588,1455,1.00000,2004-07-09
589,316,1.84000,1998-07-13
589,1122,0.57058,2006-08-02
589,1124,1.42645,2006-08-02
589,1455,1.00000,2004-07-09
590,316,1.47000,1998-06-30
590,1122,0.57058,2006-08-02
590,1124,1.42645,2006-08-02
590,1489,1.25000,2004-07-09
591,316,1.06000,1998-06-30
591,1122,0.57058,2006-08-02
591,1124,1.42645,2006-08-02
591,1455,1.00000,2004-07-09
592,316,1.07000,1998-06-30
592,1122,0.57058,2006-08-02
592,1124,1.42645,2006-08-02
592,1455,1.00000,2004-07-09
593,316,1.19000,1998-06-30
593,1122,0.57058,2006-08-03
593,1124,1.42645,2006-08-03
593,1455,1.00000,2004-07-09
594,316,1.82000,1998-07-13
594,1489,1.25000,2004-07-09
595,316,1.52000,1998-06-30
595,1122,0.57058,2006-08-03
595,1124,1.42645,2006-08-03
595,1455,1.00000,2004-07-09
596,316,1.36000,1998-07-13
596,1122,0.57058,2006-08-03
596,1124,1.42645,2006-08-03
596,1455,1.00000,2004-07-09
597,316,1.43000,1998-07-13
597,1122,0.57058,2006-08-03
597,1124,1.42645,2006-08-03
597,1455,1.00000,2004-07-09
598,315,1.20000,1998-06-30
598,1122,0.57058,2006-08-03
598,1124,1.42645,2006-08-03
598,1455,1.00000,2004-07-09
599,315,0.72000,1998-06-30
599,1122,0.57058,2006-08-03
599,1124,1.42645,2006-08-03
599,1455,1.00000,2004-07-09
600,315,0.58000,2002-10-08
600,1122,0.57058,2006-08-03
600,1124,1.42645,2006-08-03
600,1455,1.00000,2004-07-09
601,477,1.40000,1998-06-30
601,1122,0.57058,2006-08-03
601,1124,1.42645,2006-08-03
601,1455,1.00000,2004-07-09
602,477,0.98000,1998-06-30
602,1122,0.57058,2006-08-09
602,1124,1.42645,2006-08-09
602,1455,1.00000,2004-07-09
603,477,0.86000,1998-06-30
603,1122,0.57058,2006-08-09
603,1124,1.42645,2006-08-09
603,1455,1.00000,2004-07-09
604,86,0.72000,1998-06-30
604,1122,0.57058,2006-08-09
604,1124,1.42645,2006-08-09
604,1455,1.00000,2004-07-09
605,86,0.49000,1998-06-30
605,1122,0.57058,2006-08-09
605,1124,1.42645,2006-08-09
605,1455,1.00000,2004-07-09
606,86,0.42000,2001-08-15
606,1122,0.57058,2006-08-09
606,1124,1.42645,2006-08-09
606,1455,1.00000,2004-07-09
607,150,1.67000,1998-06-30
607,1489,1.25000,2004-07-09
608,150,1.58000,2001-08-15
608,1122,0.57058,2006-08-09
608,1124,1.42645,2006-08-09
608,1455,1.00000,2004-07-12
609,150,1.12000,2001-08-15
609,1122,0.57058,2006-08-09
609,1124,1.42645,2006-08-09
609,1455,1.00000,2004-07-12
610,150,1.14000,2001-08-15
610,1122,0.57058,2006-08-09
610,1124,1.42645,2006-08-09
610,1455,1.00000,2004-07-12
611,150,1.25000,2001-08-15
611,1122,0.57060,2008-03-04
611,1124,1.42650,2008-03-04
611,1455,1.00000,2004-07-12
612,150,1.30000,1998-06-30
612,1489,1.25000,2004-07-12
613,150,0.94000,1998-06-30
613,1122,0.57058,2006-08-09
613,1124,1.42645,2006-08-09
613,1455,1.00000,2004-07-12
614,150,0.95000,2001-08-15
614,1122,0.57058,2006-08-09
614,1124,1.42645,2006-08-09
614,1455,1.00000,2004-07-15
615,150,1.01000,2001-08-15
615,1122,0.57058,2006-08-09
615,1124,1.42645,2006-08-09
615,1455,1.00000,2004-07-15
616,172,0.50000,1998-07-07
616,1489,1.25000,2004-07-15
617,172,0.52000,1998-07-07
617,341,0.57058,2006-08-09
617,415,1.42645,2006-08-09
617,1455,1.00000,2004-07-15
618,172,0.36000,1998-07-07
618,341,0.57058,2006-08-09
618,415,1.42645,2006-08-09
618,1455,1.00000,2005-02-10
619,172,0.38000,2001-08-15
619,341,0.57058,2006-08-09
619,415,1.42645,2006-08-09
619,1455,1.00000,2004-07-15
620,172,0.20000,1998-07-07
620,1489,1.25000,2004-07-15
621,172,0.22000,1998-07-07
621,341,0.57058,2006-08-09
621,415,1.42645,2006-08-09
621,1455,1.00000,2004-07-15
622,172,0.18000,1998-07-07
622,341,0.57058,2006-08-09
622,415,1.42645,2006-08-09
622,1455,1.00000,2004-07-15
623,297,0.86000,1998-07-08
623,1122,0.57058,2006-08-09
623,1124,1.42645,2006-08-09
623,1455,1.00000,2004-07-15
624,297,0.62000,1998-07-08
624,1122,0.57058,2006-08-09
624,1124,1.42645,2006-08-09
624,1455,1.00000,2004-07-15
625,297,0.52000,2001-08-15
625,1122,0.57058,2006-08-09
625,1124,1.42645,2006-08-09
625,1455,1.00000,2004-07-15
626,307,0.49000,1998-07-08
626,1489,1.25000,2004-07-15
627,307,0.49000,1998-07-08
627,341,0.57058,2006-08-09
627,415,1.42645,2006-08-09
627,1455,1.00000,2004-07-15
628,307,0.32000,1998-07-08
628,341,0.57058,2006-08-09
628,415,1.42645,2006-08-09
628,1455,1.00000,2004-07-15
629,307,0.34000,1998-07-08
629,341,0.57058,2006-08-09
629,415,1.42645,2006-08-09
629,1455,1.00000,2004-07-15
630,307,0.40000,1998-07-08
630,341,0.57058,2006-08-09
630,415,1.42645,2006-08-09
630,1455,1.00000,2004-07-15
631,307,0.29000,1998-07-08
631,1489,1.25000,2004-07-15
632,307,0.20000,1998-07-08
632,341,0.57058,2006-08-09
632,415,1.42645,2006-08-09
632,1455,1.00000,2004-07-15
633,307,0.21000,1998-07-08
633,341,0.57058,2006-08-09
633,415,1.42645,2006-08-09
633,1455,1.00000,2004-07-15
634,307,0.24000,1998-07-08
634,341,0.57058,2006-08-09
634,415,1.42645,2006-08-09
634,1455,1.00000,2004-07-15
635,1489,1.25000,2004-07-15
636,1122,0.61280,2006-08-09
636,1124,1.53200,2006-08-09
636,1455,1.00000,2004-07-15
637,316,6.68000,1998-07-08
637,1489,1.25000,2006-11-30
638,316,4.80000,1998-07-08
638,1122,0.58058,2006-08-09
638,1124,1.42645,2006-08-09
638,1455,1.00000,2004-07-15
639,316,4.77000,1998-07-08
639,1489,1.25000,2004-07-21
640,316,3.90000,1998-07-08
640,1122,0.57058,2006-08-09
640,1124,1.42645,2006-08-09
640,1455,1.00000,2004-07-15
641,1489,1.25000,2004-07-15
642,348,0.61285,1998-07-08
642,1124,1.53212,2003-12-12
642,1455,1.00000,2004-07-15
643,316,2.20000,1998-07-08
643,1489,1.25000,2004-07-15
644,316,1.77000,2001-08-15
644,1122,0.57058,2006-08-21
644,1124,1.42645,2006-08-09
644,1455,1.00000,2004-07-15
645,1489,1.25000,2004-07-15
646,1122,0.57058,2006-08-09
646,1124,1.42645,2006-08-09
646,1455,1.00000,2004-07-15
646,1496,0.75000,2012-08-14
647,316,3.98000,1998-07-08
647,1489,1.25000,2006-11-30
647,502468,0.90000,2012-08-14
648,316,2.61000,2001-08-15
648,1122,0.57058,2006-08-21
648,1124,1.42645,2006-08-21
648,1455,1.00000,2004-07-15
649,316,2.84000,1998-07-08
649,1489,1.25000,2004-07-15
649,502468,0.90000,2012-08-14
650,1489,1.25000,2004-07-15
651,352,0.61285,1998-07-08
651,1124,1.53212,2003-12-12
651,1455,1.00000,2004-07-15
652,316,1.30000,1998-07-08
652,1489,1.25000,2004-07-15
653,316,0.94000,1998-07-08
653,1122,0.57058,2006-08-21
653,1124,1.42645,2006-08-21
653,1455,1.00000,2004-07-15
654,316,1.54000,1998-07-08
654,1489,1.25000,2004-07-15
654,502468,0.90000,2012-08-15
655,316,1.08000,1998-07-08
655,1122,0.57058,2006-08-21
655,1124,1.42645,2006-08-21
655,1455,1.00000,2004-07-15
655,1496,0.75000,2012-08-14
656,316,10.76000,1998-07-14
656,1489,1.25000,2004-07-15
657,316,7.09000,1998-07-14
657,1122,0.61280,2006-08-21
657,1124,1.53200,2006-08-21
657,1455,1.00000,2004-07-15
657,1496,0.75000,2012-08-14
658,316,9.64000,1998-07-08
658,1489,1.25000,2004-07-15
659,316,6.37000,1998-07-08
659,1122,0.57058,2006-08-21
659,1124,1.42645,2006-08-21
659,1455,1.00000,2004-07-15
659,1496,0.75000,2012-08-14
660,1489,1.25000,2004-07-15
661,352,0.61285,1998-07-08
661,1124,1.53212,2003-12-12
661,1455,1.00000,2004-07-15
662,316,6.34000,1998-07-20
662,1489,1.25000,2004-07-15
662,502468,0.90000,2012-08-14
663,316,3.82000,1998-07-20
663,1122,0.59172,2006-08-21
663,1124,1.47929,2006-08-21
663,1455,1.00000,2004-07-15
663,1496,0.75000,2012-08-14
664,316,3.03000,1998-07-20
664,1489,1.25000,2004-07-15
664,502468,0.90000,2012-08-14
665,316,2.21000,1998-07-20
665,1122,0.59172,2006-08-21
665,1124,1.47929,2006-08-21
665,1455,1.00000,2004-07-15
665,1496,0.75000,2012-08-14
666,155,0.44000,1998-07-20
666,1489,1.25000,2004-07-15
667,316,2.70000,1998-07-20
667,1489,1.25000,2004-07-15
667,502468,0.90000,2012-08-14
668,477,0.83000,1998-07-20
668,1489,1.25000,2004-07-15
669,316,13.19000,1998-07-20
669,1489,1.25000,2004-07-15
669,502468,0.90000,2012-08-14
670,316,7.74000,2001-08-15
670,1122,0.59172,2006-08-21
670,1124,1.47929,2006-08-21
670,1455,1.00000,2004-07-15
670,1496,0.75000,2012-08-14
671,316,7.66000,1998-07-20
671,1489,1.25000,2004-07-15
672,316,5.91000,1998-07-20
672,1122,0.59172,2006-08-21
672,1124,1.47929,2006-08-21
672,1455,1.00000,2004-07-15
672,1496,0.75000,2012-08-14
673,155,0.94000,1998-07-20
673,1489,1.25000,2004-07-15
674,316,3.45000,1998-07-20
674,1489,1.25000,2004-07-15
675,316,2.64000,1998-07-20
675,1489,1.25000,2004-07-15
676,316,4.00000,2003-12-12
676,1489,1.25000,2004-07-15
676,502468,0.90000,2012-08-14
677,316,3.52000,1999-09-07
677,1489,1.25000,2004-07-15
678,477,1.82000,1998-07-23
678,1489,1.25000,2004-07-15
679,150,1.07000,1998-07-23
679,1489,1.25000,2004-07-15
680,474,1.09000,1998-07-23
680,1489,1.25000,2004-07-15
680,502468,0.90000,2012-08-14
681,474,0.92000,1998-07-23
681,1489,1.25000,2004-07-15
682,477,0.56000,1998-07-23
682,1489,1.25000,2004-07-15
683,474,1.99000,1998-07-23
683,1489,1.25000,2004-07-15
683,502468,0.90000,2012-08-14
684,474,1.68000,1998-07-23
684,1489,1.25000,2004-07-15
685,477,1.01000,1998-07-23
685,1489,1.25000,2004-07-15
688,316,20.58500,2010-03-18
688,1489,1.25000,2004-07-15
689,316,15.00810,2010-03-22
689,1122,0.57058,2006-08-21
689,1124,1.42645,2006-08-21
689,1455,1.00000,2004-07-15
690,316,18.60420,2010-03-18
690,1489,1.25000,2004-07-15
691,316,13.67694,2010-03-23
691,1122,0.57058,2006-08-21
691,1124,1.42645,2006-08-21
691,1455,1.00000,2004-07-15
692,316,1.98000,2010-03-23
692,1470,0.85000,2012-06-27
693,316,1.33000,2010-03-23
693,1461,0.55000,2012-06-27
694,1489,1.25000,2004-07-15
694,502468,0.90000,2012-08-14
695,352,0.61285,1998-07-23
695,1124,1.53212,2003-12-12
695,1455,1.00000,2004-07-15
695,1496,0.75000,2012-08-14
696,128,0.63000,2015-04-21
696,1489,1.25000,2004-07-15
697,128,0.45000,2015-04-21
697,348,0.61285,1997-05-01
697,1124,1.53212,2003-12-12
697,1455,1.00000,2004-07-15
698,134,0.27000,2003-12-12
698,1489,1.25000,2004-07-15
699,134,0.21000,2003-12-12
699,348,0.61285,1997-05-01
699,1124,1.53212,2003-12-12
699,1455,1.00000,2004-07-15
700,155,1.00000,2003-12-12
700,1489,1.25000,2004-07-15
700,502468,0.90000,2012-08-14
701,155,0.83000,2003-12-12
701,348,0.59172,1997-05-01
701,1124,1.47929,2003-12-12
701,1455,1.00000,2004-07-15
701,1496,0.75000,2012-08-14
702,172,1.80000,1998-07-23
702,1489,1.25000,2004-07-15
703,172,1.52000,1998-07-23
703,1122,0.57060,2003-12-12
703,1124,1.42650,2003-12-12
703,1455,1.00000,2004-07-15
704,316,12.51050,2010-03-19
704,1489,1.25000,2004-07-15
705,316,9.30880,2010-03-23
705,1122,0.57058,2006-08-21
705,1124,1.42645,2006-08-21
705,1455,1.00000,2004-07-15
706,316,8.07450,2010-03-19
706,1489,1.25000,2004-07-15
707,316,5.69930,2010-03-23
707,1122,0.57058,2006-08-21
707,1124,1.42645,2006-08-21
707,1455,1.00000,2004-07-15
708,316,11.35860,2010-03-18
708,1489,1.25000,2004-07-15
709,316,8.47550,2010-03-23
709,1122,0.57058,2006-08-21
709,1124,1.42645,2006-08-21
709,1455,1.00000,2004-07-15
710,316,7.24550,2010-03-19
710,1489,1.25000,2004-07-15
711,316,5.20140,2010-03-23
711,1122,0.57058,2006-08-21
711,1124,1.42645,2006-08-21
711,1455,1.00000,2004-07-15
712,315,1.14780,2010-03-19
712,1489,1.25000,2004-07-15
712,502468,0.90000,2012-08-14
713,315,0.95170,2010-03-23
713,1122,0.57058,2006-08-21
713,1124,1.42645,2006-08-21
713,1455,1.00000,2004-07-15
713,1496,0.75000,2012-08-14
714,477,10.26810,2010-03-19
714,1489,1.25000,2004-07-15
715,477,7.70630,2010-03-24
715,1122,0.57058,2006-08-21
715,1124,1.42645,2006-08-21
715,1455,1.00000,2004-07-15
716,150,6.92670,2010-03-19
716,1489,1.25000,2004-07-15
717,150,4.74000,2010-03-23
717,1122,0.57058,2006-08-21
717,1124,1.42645,2006-08-21
